subj.id,focal.id.old,uni.id,date,time,gutt.score,right.hand,left.hand,total,n_trials,trial.id,HI
Quindoline,1071,679,2025.01.16,NA,0.2,0,4,4,10,8,-1
Quindoline,1098,685,2025.01.17,NA,0.2,0,3,3,10,9,-1
Quindoline,1003,827,2025.05.01,NA,0.2,1,0,1,10,10,1
Quindoline,268,158,2024.06.14,12:59:56,0.6,1,0,1,10,1,1
Quindoline,290,181,2024.06.18,12:52:47,0.6,1,0,1,10,2,1
Quindoline,811,512,2024.11.22,11:15:53,0.6,1,0,1,10,3,1
Quindoline,NA,546,2024.12.02,16:10:00,0.6,1,0,1,10,4,1
Quindoline,NA,547,2024.12.02,NA,0.6,1,0,1,10,5,1
Quindoline,NA,548,2024.12.02,NA,0.6,1,0,1,10,6,1
Quindoline,NA,588,2024.12.15,NA,0.6,1,0,1,10,7,1
Quindoline,NA,589,2024.12.15,NA,0.6,1,0,1,10,8,1
Quindoline,NA,732,2025.02.11,09:10:00,0.6,1,0,1,10,9,1
Quindoline,NA,780,2025.03.06,14:41:00,0.6,1,0,1,10,10,1
Quindoline,370,9,2024.01.08,NA,0.8,52,0,52,26,1,1
Quindoline,92,85,2024.04.19,NA,0.8,19,0,19,26,2,1
Quindoline,161,114,2024.05.17,NA,0.8,47,0,47,26,3,1
Quindoline,174,123,2024.05.20,NA,0.8,84,0,84,26,4,1
Quindoline,290,185,2024.06.18,NA,0.8,71,3,74,26,5,0.918918918918919
Quindoline,307,197,2024.06.21,NA,0.8,81,0,81,26,6,1
Quindoline,316,209,2024.06.24,NA,0.8,30,0,30,26,7,1
Quindoline,874,232,2024.07.12,NA,0.8,24,0,24,26,8,1
Quindoline,446,260,2024.08.16,NA,0.8,56,0,56,26,9,1
Quindoline,454,270,2024.08.18,NA,0.8,91,0,91,26,10,1
Quindoline,495,294,2024.08.23,NA,0.8,96,0,96,26,11,1
Quindoline,521,311,2024.08.29,NA,0.8,46,0,46,26,12,1
Quindoline,890,337,2024.09.12,NA,0.8,98,0,98,26,13,1
Quindoline,405,357,2024.10.08,NA,0.8,5,0,5,26,14,1
Quindoline,625,381,2024.10.21,NA,0.8,65,0,65,26,15,1
Quindoline,645,408,2024.10.25,NA,0.8,2,0,2,26,16,1
Quindoline,662,429,2024.10.28,NA,0.8,12,0,12,26,17,1
Quindoline,248,468,2024.11.06,NA,0.8,103,0,103,26,18,1
Quindoline,899,482,2024.11.12,NA,0.8,38,0,38,26,19,1
Quindoline,811,518,2024.11.22,NA,0.8,27,0,27,26,20,1
Quindoline,829,535,2024.11.26,NA,0.8,29,0,29,26,21,1
Quindoline,1071,678,2025.01.16,NA,0.8,40,0,40,26,22,1
Quindoline,1098,684,2025.01.17,NA,0.8,15,0,15,26,23,1
Quindoline,1122,709,2025.01.26,NA,0.8,74,0,74,26,24,1
Quindoline,1216,741,2025.02.21,NA,0.8,38,0,38,26,25,1
Quindoline,1273,831,2025.05.03,NA,0.8,79,0,79,26,26,1
Robin,NA,768,2025.02.26,NA,0,23,5,27,3,1,0.6428571428571429
Robin,1266,774,2025.03.02,NA,0,1,0,1,3,2,1
Robin,1340,800,2025.03.20,NA,0,29,13,32,3,3,0.38095238095238093
Robin,707,26,2024.02.11,NA,0.2,0,15,15,6,1,-1
Robin,712,54,2024.04.11,NA,0.2,0,2,2,6,2,-1
Robin,810,519,2024.11.22,NA,0.2,0,2,2,6,3,-1
Robin,848,545,2024.11.30,NA,0.2,0,11,11,6,4,-1
Robin,949,599,2024.12.18,NA,0.2,0,1,1,6,5,-1
Robin,1086,686,2025.01.17,NA,0.2,0,1,1,6,6,-1
Robin,NA,2,2023.11.03,12:25:00,0.6,0,1,1,4,1,-1
Robin,NA,248,2024.08.10,NA,0.6,0,1,1,4,2,-1
Robin,NA,631,2025.01.03,NA,0.6,0,1,1,4,3,-1
Robin,1281,777,2025.03.05,15:18:53,0.6,0,1,1,4,4,-1
Robin,707,25,2024.02.11,NA,0.8,0,5,5,23,1,-1
Robin,21,40,2024.04.04,NA,0.8,0,49,49,23,2,-1
Robin,558,46,2024.04.09,NA,0.8,0,1,1,23,3,-1
Robin,83,79,2024.04.18,NA,0.8,0,35,35,23,4,-1
Robin,176,124,2024.05.20,NA,0.8,0,74,74,23,5,-1
Robin,379,148,2024.06.08,NA,0.8,0,1,1,23,6,-1
Robin,266,163,2024.06.14,NA,0.8,0,10,10,23,7,-1
Robin,331,215,2024.06.29,NA,0.8,0,19,19,23,8,-1
Robin,388,220,2024.07.08,NA,0.8,0,7,7,23,9,-1
Robin,505,304,2024.08.27,NA,0.8,0,48,48,23,10,-1
Robin,245,347,2024.10.06,NA,0.8,0,57,57,23,11,-1
Robin,598,368,2024.10.09,NA,0.8,0,16,16,23,12,-1
Robin,615,373,2024.10.20,NA,0.8,0,32,32,23,13,-1
Robin,626,398,2024.10.23,NA,0.8,0,43,43,23,14,-1
Robin,658,431,2024.10.28,NA,0.8,0,12,12,23,15,-1
Robin,416,472,2024.11.08,NA,0.8,0,38,38,23,16,-1
Robin,770,498,2024.11.18,NA,0.8,0,1,1,23,17,-1
Robin,821,530,2024.11.24,NA,0.8,0,19,19,23,18,-1
Robin,848,544,2024.11.30,NA,0.8,0,17,17,23,19,-1
Robin,45,551,2024.12.04,NA,0.8,0,9,9,23,20,-1
Robin,949,598,2024.12.18,NA,0.8,0,41,41,23,21,-1
Robin,964,614,2024.12.22,NA,0.8,0,57,57,23,22,-1
Robin,1142,720,2025.01.30,NA,0.8,0,17,17,23,23,-1
Santa,NA,666,2025.01.13,NA,0.4,7,0,7,3,1,1
Santa,1223,756,2025.02.22,NA,0.4,4,0,4,3,2,1
Santa,NA,757,2025.02.22,NA,0.4,6,1,6,3,3,0.7142857142857143
Santa,368,10,2024.01.08,NA,0.8,0,47,47,19,1,-1
Santa,124,99,2024.05.13,NA,0.8,0,14,14,19,2,-1
Santa,160,116,2024.05.17,NA,0.8,0,69,69,19,3,-1
Santa,185,134,2024.05.23,NA,0.8,0,58,58,19,4,-1
Santa,386,149,2024.06.08,NA,0.8,0,65,65,19,5,-1
Santa,280,178,2024.06.17,NA,0.8,0,48,48,19,6,-1
Santa,310,203,2024.06.22,NA,0.8,0,10,10,19,7,-1
Santa,461,277,2024.08.19,NA,0.8,0,35,35,19,8,-1
Santa,468,289,2024.08.22,NA,0.8,0,45,45,19,9,-1
Santa,887,339,2024.09.12,NA,0.8,0,57,57,19,10,-1
Santa,655,418,2024.10.26,NA,0.8,0,1,1,19,11,-1
Santa,676,447,2024.10.29,NA,0.8,0,10,10,19,12,-1
Santa,954,610,2024.12.20,NA,0.8,0,20,20,19,13,-1
Santa,1258,632,2025.01.03,NA,0.8,0,4,4,19,14,-1
Santa,1072,680,2025.01.16,NA,0.8,0,8,8,19,15,-1
Santa,1217,742,2025.02.21,NA,0.8,0,1,1,19,16,-1
Santa,1223,753,2025.02.22,NA,0.8,0,13,13,19,17,-1
Santa,1165,775,2025.03.02,NA,0.8,0,11,11,19,18,-1
Santa,1366,819,2025.03.27,NA,0.8,0,16,16,19,19,-1
Taipan,108,91,2024.05.09,NA,0,7,7,9,2,1,0
Taipan,1303,786,2025.03.10,NA,0,5,6,6,2,2,-0.09090909090909091
Taipan,NA,647,2025.01.08,NA,0.4,2,14,14,2,1,-0.75
Taipan,NA,663,2025.01.12,NA,0.4,5,12,12,2,2,-0.4117647058823529
Taipan,357,239,2024.07.23,15:49:10,0.6,2,0,2,2,1,1
Taipan,804,503,2024.11.21,16:16:06,0.6,1,0,1,2,2,1
Taipan,363,11,2024.01.08,NA,0.8,19,0,19,15,1,1
Taipan,25,41,2024.04.04,NA,0.8,45,0,45,15,2,1
Taipan,134,100,2024.05.13,NA,0.8,42,0,42,15,3,1
Taipan,170,125,2024.05.20,NA,0.8,59,0,59,15,4,1
Taipan,189,136,2024.05.26,NA,0.8,110,0,110,15,5,1
Taipan,396,221,2024.07.08,NA,0.8,43,0,43,15,6,1
Taipan,588,224,2024.07.09,NA,0.8,71,0,71,15,7,1
Taipan,357,243,2024.07.23,NA,0.8,10,0,10,15,8,1
Taipan,485,295,2024.08.23,NA,0.8,36,0,36,15,9,1
Taipan,123,341,2024.10.05,NA,0.8,84,0,84,15,10,1
Taipan,235,348,2024.10.06,NA,0.8,67,0,67,15,11,1
Taipan,804,509,2024.11.21,NA,0.8,29,0,29,15,12,1
Taipan,260,558,2024.12.06,NA,0.8,50,0,50,15,13,1
Taipan,984,724,2025.02.01,NA,0.8,32,0,32,15,14,1
Taipan,1024,834,2025.07.01,NA,0.8,95,0,95,15,15,1
Ted,689,453,2024.10.30,NA,0.2,0,7,7,3,1,-1
Ted,817,532,2024.11.24,NA,0.2,0,1,1,3,2,-1
Ted,1030,847,2025.08.01,NA,0.2,0,1,1,3,3,-1
Ted,NA,643,2025.01.06,NA,0.4,0,1,1,2,1,-1
Ted,NA,648,2025.01.08,NA,0.4,0,3,3,2,2,-1
Ted,NA,399,2024.10.23,NA,0.6,1,0,1,11,1,1
Ted,NA,454,2024.10.30,NA,0.6,1,0,1,11,2,1
Ted,NA,455,2024.10.30,NA,0.6,1,0,1,11,3,1
Ted,NA,462,2024.11.04,NA,0.6,1,0,1,11,4,1
Ted,NA,463,2024.11.04,NA,0.6,1,0,1,11,5,1
Ted,768,491,2024.11.16,08:31:43,0.6,2,0,2,11,6,1
Ted,NA,499,2024.11.18,NA,0.6,1,0,1,11,7,1
Ted,NA,500,2024.11.18,NA,0.6,1,0,1,11,8,1
Ted,NA,520,2024.11.22,NA,0.6,1,0,1,11,9,1
Ted,NA,521,2024.11.22,NA,0.6,1,0,1,11,10,1
Ted,NA,522,2024.11.22,NA,0.6,1,0,1,11,11,1
Ted,19,42,2024.04.04,NA,0.8,7,0,7,13,1,1
Ted,70,73,2024.04.17,NA,0.8,18,0,18,13,2,1
Ted,145,107,2024.05.16,NA,0.8,4,0,4,13,3,1
Ted,462,278,2024.08.19,NA,0.8,45,0,45,13,4,1
Ted,240,349,2024.10.06,NA,0.8,29,0,29,13,5,1
Ted,689,452,2024.10.30,NA,0.8,9,0,9,13,6,1
Ted,817,531,2024.11.24,NA,0.8,4,0,4,13,7,1
Ted,1260,633,2025.01.03,NA,0.8,1,0,1,13,8,1
Ted,1084,681,2025.01.16,NA,0.8,19,0,19,13,9,1
Ted,1120,703,2025.01.25,NA,0.8,32,0,32,13,10,1
Ted,1144,721,2025.01.30,NA,0.8,49,0,49,13,11,1
Ted,1230,758,2025.02.22,NA,0.8,4,0,4,13,12,1
Ted,1288,841,2025.07.03,NA,0.8,3,0,3,13,13,1
Tutu,1083,683,2025.01.16,NA,0.2,3,0,3,2,1,1
Tutu,1104,696,2025.01.20,NA,0.2,1,0,1,2,2,1
Tutu,93,87,2024.04.19,NA,0.8,15,0,15,9,1,1
Tutu,275,168,2024.06.15,NA,0.8,83,1,84,9,2,0.9761904761904762
Tutu,301,189,2024.06.19,NA,0.8,74,0,74,9,3,1
Tutu,1083,682,2025.01.16,NA,0.8,4,0,4,9,4,1
Tutu,1104,695,2025.01.20,NA,0.8,27,0,27,9,5,1
Tutu,1134,718,2025.01.27,NA,0.8,35,0,35,9,6,1
Tutu,1324,792,2025.03.15,NA,0.8,52,0,52,9,7,1
Tutu,1009,828,2025.05.01,NA,0.8,1,0,1,9,8,1
Tutu,1295,850,2025.09.03,NA,0.8,65,2,67,9,9,0.9402985074626866
Vula,165,126,2024.05.20,NA,0,1,3,4,2,1,-0.5
Vula,1338,801,2025.03.20,NA,0,4,16,20,2,2,-0.6
Vula,603,325,2024.09.10,12:32:51,0.6,0,2,2,2,1,-1
Vula,1010,634,2025.01.05,10:15:52,0.6,0,1,1,2,2,-1
Vula,146,109,2024.05.16,NA,0.8,0,45,45,26,1,-1
Vula,265,164,2024.06.14,NA,0.8,0,12,12,26,2,-1
Vula,278,179,2024.06.17,NA,0.8,0,66,66,26,3,-1
Vula,305,198,2024.06.21,NA,0.8,0,34,34,26,4,-1
Vula,326,210,2024.06.26,NA,0.8,0,88,88,26,5,-1
Vula,353,244,2024.07.23,NA,0.8,0,40,40,26,6,-1
Vula,445,261,2024.08.16,NA,0.8,0,111,111,26,7,-1
Vula,452,271,2024.08.18,NA,0.8,0,89,89,26,8,-1
Vula,487,296,2024.08.23,NA,0.8,0,92,92,26,9,-1
Vula,503,305,2024.08.27,NA,0.8,0,25,25,26,10,-1
Vula,517,312,2024.08.29,NA,0.8,0,35,35,26,11,-1
Vula,533,320,2024.08.30,NA,0.8,0,46,46,26,12,-1
Vula,238,350,2024.10.06,NA,0.8,0,128,128,26,13,-1
Vula,401,358,2024.10.08,NA,0.8,0,86,86,26,14,-1
Vula,640,409,2024.10.25,NA,0.8,0,87,87,26,15,-1
Vula,663,432,2024.10.28,NA,0.8,0,49,49,26,16,-1
Vula,898,484,2024.11.12,NA,0.8,0,69,69,26,17,-1
Vula,797,510,2024.11.21,NA,0.8,0,30,30,26,18,-1
Vula,425,565,2024.12.08,NA,0.8,0,82,82,26,19,-1
Vula,910,583,2024.12.13,NA,0.8,0,89,89,26,20,-1
Vula,1123,710,2025.01.26,NA,0.8,0,39,39,26,21,-1
Vula,986,725,2025.02.01,NA,0.8,0,3,3,26,22,-1
Vula,1220,759,2025.02.22,NA,0.8,0,55,55,26,23,-1
Vula,1368,820,2025.03.27,NA,0.8,0,2,2,26,24,-1
Vula,1010,829,2025.05.01,NA,0.8,0,6,6,26,25,-1
Vula,1055,865,2025.12.01,NA,0.8,0,84,84,26,26,-1
Whitney,NA,649,2025.01.08,NA,0.4,0,7,7,3,1,-1
Whitney,NA,664,2025.01.12,NA,0.4,0,1,1,3,2,-1
Whitney,NA,690,2025.01.19,NA,0.4,1,0,1,3,3,1
Whitney,333,4,2024.01.07,NA,0.8,50,0,50,28,1,1
Whitney,11,37,2024.03.31,NA,0.8,37,0,37,28,2,1
Whitney,710,55,2024.04.11,NA,0.8,4,0,4,28,3,1
Whitney,88,81,2024.04.18,NA,0.8,24,0,24,28,4,1
Whitney,148,110,2024.05.16,NA,0.8,57,0,57,28,5,1
Whitney,172,127,2024.05.20,NA,0.8,70,0,70,28,6,1
Whitney,584,156,2024.06.09,NA,0.8,18,0,18,28,7,1
Whitney,273,169,2024.06.15,NA,0.8,62,0,62,28,8,1
Whitney,287,180,2024.06.17,NA,0.8,62,0,62,28,9,1
Whitney,300,190,2024.06.19,NA,0.8,54,5,59,28,10,0.8305084745762712
Whitney,313,204,2024.06.22,NA,0.8,66,0,66,28,11,1
Whitney,866,236,2024.07.12,NA,0.8,2,0,2,28,12,1
Whitney,350,238,2024.07.21,NA,0.8,33,0,33,28,13,1
Whitney,433,250,2024.08.13,NA,0.8,95,0,95,28,14,1
Whitney,447,262,2024.08.16,NA,0.8,46,0,46,28,15,1
Whitney,486,297,2024.08.23,NA,0.8,5,0,5,28,16,1
Whitney,648,410,2024.10.25,NA,0.8,38,0,38,28,17,1
Whitney,418,473,2024.11.08,NA,0.8,16,0,16,28,18,1
Whitney,819,533,2024.11.24,NA,0.8,20,0,20,28,19,1
Whitney,46,552,2024.12.04,NA,0.8,3,0,3,28,20,1
Whitney,740,578,2024.12.11,NA,0.8,88,0,88,28,21,1
Whitney,1087,687,2025.01.17,NA,0.8,59,0,59,28,22,1
Whitney,1115,704,2025.01.25,NA,0.8,5,0,5,28,23,1
Whitney,994,772,2025.03.01,NA,0.8,59,0,59,28,24,1
Whitney,1348,808,2025.03.23,NA,0.8,39,0,39,28,25,1
Whitney,1362,817,2025.03.26,NA,0.8,25,0,25,28,26,1
Whitney,1026,835,2025.07.01,NA,0.8,37,0,37,28,27,1
Whitney,1296,851,2025.09.03,NA,0.8,13,0,13,28,28,1
Yaiko,NA,787,2025.03.12,NA,0,5,1,6,2,1,0.6666666666666666
Yaiko,1342,802,2025.03.20,NA,0,2,0,2,2,2,1
Yaiko,721,57,2024.04.11,NA,0.2,3,0,3,3,1,1
Yaiko,977,619,2024.12.30,NA,0.2,1,0,1,3,2,1
Yaiko,1246,767,2025.02.25,NA,0.2,2,0,2,3,3,1
Yaiko,NA,620,2024.12.30,NA,0.4,7,0,7,3,1,1
Yaiko,NA,665,2025.01.12,NA,0.4,2,0,2,3,2,1
Yaiko,NA,675,2025.01.15,NA,0.4,10,0,10,3,3,1
Yaiko,369,12,2024.01.08,NA,0.8,43,0,43,27,1,1
Yaiko,555,47,2024.04.09,NA,0.8,44,0,44,27,2,1
Yaiko,721,56,2024.04.11,NA,0.8,8,0,8,27,3,1
Yaiko,69,74,2024.04.17,NA,0.8,46,0,46,27,4,1
Yaiko,175,128,2024.05.20,NA,0.8,81,0,81,27,5,1
Yaiko,378,150,2024.06.08,NA,0.8,39,0,39,27,6,1
Yaiko,272,170,2024.06.15,NA,0.8,24,0,24,27,7,1
Yaiko,292,186,2024.06.18,NA,0.8,64,0,64,27,8,1
Yaiko,589,225,2024.07.09,NA,0.8,30,0,30,27,9,1
Yaiko,38,247,2024.08.04,NA,0.8,57,0,57,27,10,1
Yaiko,434,251,2024.08.13,NA,0.8,52,0,52,27,11,1
Yaiko,450,272,2024.08.18,NA,0.8,59,0,59,27,12,1
Yaiko,523,313,2024.08.29,NA,0.8,7,0,7,27,13,1
Yaiko,400,359,2024.10.08,NA,0.8,51,0,51,27,14,1
Yaiko,652,419,2024.10.26,NA,0.8,11,0,11,27,15,1
Yaiko,660,433,2024.10.28,NA,0.8,1,0,1,27,16,1
Yaiko,690,456,2024.10.30,NA,0.8,2,0,2,27,17,1
Yaiko,799,511,2024.11.21,NA,0.8,28,0,28,27,18,1
Yaiko,807,523,2024.11.22,NA,0.8,4,0,4,27,19,1
Yaiko,58,553,2024.12.04,NA,0.8,71,0,71,27,20,1
Yaiko,939,600,2024.12.18,NA,0.8,0,2,2,27,21,-1
Yaiko,977,618,2024.12.30,NA,0.8,43,0,43,27,22,1
Yaiko,1202,737,2025.02.17,NA,0.8,23,0,23,27,23,1
Yaiko,1225,760,2025.02.22,NA,0.8,1,0,1,27,24,1
Yaiko,1246,766,2025.02.25,NA,0.8,33,0,33,27,25,1
Yaiko,1352,812,2025.03.24,NA,0.8,9,0,9,27,26,1
Yaiko,1370,821,2025.03.27,NA,0.8,14,0,14,27,27,1
