subj.id,focal.id.old,date,time,gutt.score,right.hand,left.hand,both.hands,total,comments
Jim_lim,708,2024.02.11,,0.8,0,11,0,11,
Granny,709,2024.04.11,,0.8,0,38,0,38,
Granny,709,2024.04.11,,0.2,0,4,0,4,
Whitney,710,2024.04.11,,0.8,4,0,0,4,
Robin,712,2024.04.11,,0.2,0,2,0,2,
Jim_lim,720,2024.04.11,,0.8,0,2,0,2,
Yaiko,721,2024.04.11,,0.8,8,0,0,8,
Yaiko,721,2024.04.11,,0.2,3,0,0,3,
Dandi,722,2024.04.11,,0.8,0,1,0,1,
Dandi,722,2024.04.11,,0.2,0,7,0,7,
Jim_lim,726,2024.06.11,,0.8,0,2,0,2,
Pinky,728,2024.11.11,,0.2,5,0,0,5,
Kaya,729,2024.11.11,,0.8,0,20,0,20,
Flame,731,2024.11.11,,0.8,0,14,0,14,
Flame,731,2024.11.11,,0.2,0,1,0,1,
Dandi,734,2024.11.12,9:48:04,0.6,0,1,0,1,
Iyla,736,2024.12.11,,0.2,15,0,0,15,
Harley,737,2024.12.11,,0.8,0,19,0,19,
Harley,737,2024.12.11,,0.2,0,3,0,3,
Naina,738,2024.12.11,,0.8,0,18,0,18,
Naina,738,2024.12.11,,0.2,0,4,0,4,
Bat,739,2024.12.11,,0.8,62,0,0,62,
Whitney,740,2024.12.11,,0.8,88,0,0,88,
Vula,741,2024.12.11,,0.2,0,1,0,1,
Naina,754,2024.11.14,,0.8,0,82,0,82,
Lip,755,2024.11.14,,0.8,0,101,0,101,
Granny,766,2024.11.16,,0.8,0,1,0,1,
Granny,766,2024.11.16,,0.2,0,2,0,2,
Ted,768,2024.11.16,8:31:43,0.6,1,0,0,1,
Ted,768,2024.11.16,8:35:59,0.6,1,0,0,1,
Bat,769,2024.11.18,,0.8,5,0,0,5,
Robin,770,2024.11.18,,0.8,0,1,0,1,
Dandi,771,2024.11.18,,0.2,0,1,0,1,
Babosa,782,2024.11.18,,0.8,6,15,0,21,
Babosa,782,2024.11.18,,0.2,1,0,0,1,
Jim_lim,783,2024.11.19,,0.2,0,1,0,1,
Pinky,793,2024.11.21,,0.2,0,1,0,1,
Betina,795,2024.11.21,,0.8,0,10,0,10,
Cacao,796,2024.11.21,,0.8,11,0,0,11,
Cacao,796,2024.11.21,,0.2,3,0,0,3,
Vula,797,2024.11.21,,0.8,0,30,0,30,
Babosa,798,2024.11.21,,0.8,2,0,0,2,
Yaiko,799,2024.11.21,,0.8,28,0,0,28,
Granny,802,2024.11.21,11:40:53,0.6,0,1,0,1,
Granny,802,2024.11.21,11:42:26,0.6,0,1,0,1,
Granny,802,2024.11.21,11:47:00,0.6,0,1,0,1,
Taipan,804,2024.11.21,,0.8,29,0,0,29,
Taipan,804,2024.11.21,16:16:06,0.6,1,0,0,1,
Dandi,805,2024.11.22,,0.8,0,4,0,4,
Dandi,805,2024.11.22,,0.2,0,1,0,1,
Yaiko,807,2024.11.22,,0.8,4,0,0,4,
Jim_lim,808,2024.11.22,,0.8,0,2,0,2,
Pat,809,2024.11.22,,0.8,10,0,0,10,
Robin,810,2024.11.22,,0.2,0,2,0,2,
Quindoline,811,2024.11.22,,0.8,27,0,0,27,
Quindoline,811,2024.11.22,11:15:53,0.6,1,0,0,1,
Dandi,816,2024.11.24,,0.8,0,3,0,3,
Dandi,816,2024.11.24,,0.2,0,1,0,1,
Ted,817,2024.11.24,,0.8,4,0,0,4,
Ted,817,2024.11.24,,0.2,0,1,0,1,
Kaya,818,2024.11.24,,0.8,0,9,0,9,
Whitney,819,2024.11.24,,0.8,20,0,0,20,
Babosa,820,2024.11.24,,0.8,5,0,0,5,
Robin,821,2024.11.24,,0.8,0,19,0,19,
Granny,822,2024.11.24,,0.8,0,5,0,5,
Granny,822,2024.11.24,,0.2,0,5,0,5,
Iyla,828,2024.11.26,,0.2,27,0,0,27,
Quindoline,829,2024.11.26,,0.8,29,0,0,29,
Quindoline,829,2024.11.26,,0.2,0,5,0,5,
Flame,830,2024.11.27,,0.8,0,71,0,71,
Pat,837,2024.11.29,,0.8,4,0,0,4,
Pat,837,2024.11.29,,0.2,0,1,0,1,
Pinky,838,2024.11.29,,0.2,1,0,0,1,
Harley,846,2024.11.30,,0.8,0,2,0,2,
Harley,846,2024.11.30,,0.2,0,9,0,9,
Naina,847,2024.11.30,,0.8,0,4,0,4,
Robin,848,2024.11.30,,0.8,0,17,0,17,
Robin,848,2024.11.30,,0.2,0,11,0,11,
Granny,849,2024.02.12,,0.8,0,3,0,3,
Granny,849,2024.02.12,,0.2,0,2,0,2,
Harley,853,2024.04.12,,0.2,0,1,0,1,
Naina,854,2024.04.12,,0.8,0,4,0,4,
Iyla,855,2024.04.12,,0.8,39,0,0,39,
Iyla,855,2024.04.12,,0.2,3,1,0,4,
Flame,864,2024.05.12,,0.8,0,4,0,4,
Lip,865,2024.05.12,,0.8,0,6,0,6,
Lip,865,2024.05.12,,0.2,0,1,0,1,
Whitney,866,2024.07.12,,0.8,2,0,0,2,
Jim_lim,867,2024.07.12,,0.8,0,63,0,63,
Kaya,868,2024.07.12,,0.8,0,108,0,108,
Tin_tin,869,2024.07.12,,0.8,8,0,0,8,
Tin_tin,869,2024.07.12,,0.2,1,0,0,1,
Belanda,870,2024.07.12,,0.8,4,0,0,4,
Belanda,870,2024.07.12,,0.2,3,0,0,3,
Granny,871,2024.07.12,,0.8,0,57,0,57,
Quindoline,874,2024.07.12,,0.8,24,0,0,24,
Quindoline,874,2024.07.12,,0.2,0,1,0,1,
Iyla,875,2024.07.12,,0.2,1,0,0,1,
Ali,885,2024.09.12,,0.2,1,0,0,1,
Pat,886,2024.09.12,,0.8,9,0,0,9,
Santa,887,2024.09.12,,0.8,0,57,0,57,
Flame,888,2024.09.12,,0.8,0,28,0,28,
Flame,888,2024.09.12,,0.2,0,1,0,1,
Granny,889,2024.09.12,,0.8,0,56,0,56,
Quindoline,890,2024.09.12,,0.8,98,0,0,98,
Quindoline,890,2024.09.12,,0.2,0,2,0,2,
Aura,891,2024.09.12,,0.8,65,0,0,65,
Belanda,892,2024.09.12,,0.8,2,0,0,2,
Belanda,892,2024.09.12,,0.2,17,0,0,17,
Vula,898,2024.11.12,,0.8,0,69,0,69,
Quindoline,899,2024.11.12,,0.8,38,0,0,38,
Quindoline,899,2024.11.12,,0.2,2,1,0,3,
Babosa,902,2024.11.12,,0.8,27,25,0,52,
Vula,910,2024.12.13,,0.8,0,89,0,89,
Harley,912,2024.12.13,,0.8,0,23,0,23,
Dandi,913,2024.12.13,,0.8,0,12,0,12,
Granny,914,2024.12.13,,0.8,0,39,0,39,
Flame,915,2024.12.13,,0.8,0,18,0,18,
Aura,916,2024.12.15,,0.2,7,0,0,7,
Jim_lim,917,2024.12.15,,0.8,0,1,0,1,
Dandi,922,2024.12.15,10:17:32,0.6,0,1,0,1,
Dandi,922,2024.12.15,10:21:59,0.6,0,1,0,1,
Dandi,922,2024.12.15,10:29:23,0.6,0,1,0,1,
Harley,927,2024.12.16,,0.8,0,2,0,2,
Betina,934,2024.12.16,,0.4,1,0,0,1,
Kaya,937,2024.12.16,,0.8,0,45,0,45,
Kaya,937,2024.12.16,,0.2,0,3,0,3,
Flame,938,2024.12.18,,0.8,0,5,0,5,
Flame,938,2024.12.18,,0.2,0,1,0,1,
Yaiko,939,2024.12.18,,0.8,0,2,0,2,
Iyla,948,2024.12.18,15:36:49,0.6,1,0,0,1,
Robin,949,2024.12.18,,0.8,0,41,0,41,
Robin,949,2024.12.18,,0.2,0,1,0,1,
Pinky,950,2024.12.19,,0.8,1,0,0,1,
Harley,951,2024.12.19,,0.2,0,4,0,4,
Harley,951,2024.12.19,,0.4,3,0,0,3,
Flame,952,2024.12.19,,0.2,0,1,0,1,
Santa,954,2024.12.20,,0.8,0,20,0,20,
Granny,955,2024.12.20,,0.8,0,5,0,5,
Granny,955,2024.12.20,,0.2,0,2,0,2,
Aura,956,2024.12.20,,0.8,9,0,0,9,
Ali,957,2024.12.20,,0.8,15,0,0,15,
Robin,964,2024.12.22,,0.8,0,57,0,57,
Flame,965,2024.12.22,,0.8,0,81,0,81,
Pinky,966,2024.12.22,,0.8,30,0,0,30,
Pinky,966,2024.12.22,,0.2,3,0,0,3,
Quindoline,971,2024.12.29,,0.2,0,1,0,1,
Yaiko,977,2024.12.30,,0.8,43,0,0,43,
Yaiko,977,2024.12.30,,0.2,1,0,0,1,
Naina,978,2024.12.30,,0.8,0,20,0,20,
Whitney,980,2025.01.01,,0.2,14,0,0,14,
Iyla,981,2025.01.01,,0.8,8,0,0,8,
Iyla,981,2025.01.01,,0.2,5,0,0,5,
Granny,982,2025.01.01,,0.8,0,75,0,75,
Flame,983,2025.01.01,,0.8,0,83,0,83,
Taipan,984,2025.02.01,,0.8,32,0,0,32,
Vula,986,2025.02.01,,0.8,0,3,0,3,
Belanda,992,2025.02.01,,0.2,11,0,0,11,
Whitney,994,2025.03.01,,0.8,59,0,0,59,
Pat,997,2025.03.01,,0.8,1,0,0,1,
Pat,997,2025.03.01,,0.2,1,0,0,1,
Oreo,1002,2025.05.01,,0.8,0,1,0,1,
Oreo,1002,2025.05.01,,0.2,0,1,0,1,
Quindoline,1003,2025.05.01,,0.2,1,0,0,1,
Dandi,1006,2025.05.01,,0.8,0,4,0,4,
Lip,1007,2025.05.01,,0.8,0,94,0,94,
Pinky,1008,2025.05.01,,0.2,2,0,0,2,
Tutu,1009,2025.05.01,,0.8,1,0,0,1,
Vula,1010,2025.05.01,,0.8,0,6,0,6,
Vula,1010,2025.01.05,10:15:52,0.6,0,1,0,1,
Taipan,1024,2025.07.01,,0.8,95,0,0,95,
Aura,1025,2025.07.01,,0.8,76,0,0,76,
Whitney,1026,2025.07.01,,0.8,37,0,0,37,
Naina,1027,2025.07.01,,0.8,0,45,0,45,
Ted,1030,2025.08.01,,0.2,0,1,0,1,
Babosa,1031,2025.08.01,,0.8,27,12,5,44,
Babosa,1031,2025.08.01,,0.2,1,0,0,1,
Jim_lim,1032,2025.08.01,,0.8,0,55,0,55,
Kaya,1033,2025.08.01,,0.8,0,38,0,38,
Cacao,1035,2025.08.01,,0.8,1,0,0,1,
Kal,1040,2025.11.01,,0.8,55,0,0,55,
Granny,1041,2025.11.01,,0.8,0,53,0,53,
Granny,1041,2025.11.01,,0.2,0,1,0,1,
Ali,1042,2025.11.01,,0.8,31,0,0,31,
Belanda,1043,2025.11.01,,0.2,1,0,0,1,
Jim_lim,1044,2025.11.01,,0.8,0,59,0,59,
Aura,1053,2025.12.01,,0.8,41,0,0,41,
Vula,1055,2025.12.01,,0.8,0,84,0,84,
Flame,1056,2025.12.01,,0.8,0,67,0,67,
Naina,1058,2025.01.15,,0.8,0,30,0,30,
Lip,1067,2025.01.15,,0.8,0,57,0,57,
Ali,1068,2025.01.15,,0.8,5,0,0,5,
Kaya,1070,2025.01.16,,0.8,0,32,0,32,
Quindoline,1071,2025.01.16,,0.8,40,0,0,40,
Quindoline,1071,2025.01.16,,0.2,0,4,0,4,
Santa,1072,2025.01.16,,0.8,0,8,0,8,
Harley,1082,2025.01.16,,0.8,0,48,0,48,
Tutu,1083,2025.01.16,,0.8,4,0,0,4,
Tutu,1083,2025.01.16,,0.2,3,0,0,3,
Ted,1084,2025.01.16,,0.8,19,0,0,19,
Robin,1086,2025.01.17,,0.2,0,1,0,1,
Whitney,1087,2025.01.17,,0.8,59,0,0,59,
Quindoline,1098,2025.01.17,,0.8,15,0,0,15,
Quindoline,1098,2025.01.17,,0.2,0,3,0,3,
Babosa,1099,2025.01.19,,0.8,9,11,5,25,
Flame,1103,2025.01.20,,0.8,0,62,0,62,
Flame,1103,2025.01.20,,0.2,0,1,0,1,
Tutu,1104,2025.01.20,,0.8,27,0,0,27,
Tutu,1104,2025.01.20,,0.2,1,0,0,1,
Granny,1105,2025.01.20,,0.8,0,68,0,68,
Harley,1109,2025.01.25,,0.8,0,6,0,6,
Jim_lim,1113,2025.01.25,,0.8,0,6,0,6,
Babosa,1114,2025.01.25,,0.8,12,7,4,23,
Babosa,1114,2025.01.25,,0.2,0,1,0,1,
Whitney,1115,2025.01.25,,0.8,5,0,0,5,
Aura,1118,2025.01.25,,0.8,32,0,0,32,
Naina,1119,2025.01.25,,0.8,0,55,0,55,
Ted,1120,2025.01.25,,0.8,32,0,0,32,
Lip,1121,2025.01.26,,0.8,0,59,0,59,
Quindoline,1122,2025.01.26,,0.8,74,0,0,74,
Vula,1123,2025.01.26,,0.8,0,39,0,39,
Kaya,1125,2025.01.26,,0.8,0,86,0,86,
Kal,1126,2025.01.26,,0.8,49,0,0,49,
Tutu,1134,2025.01.27,,0.8,35,0,0,35,
Naina,1135,2025.01.27,,0.8,0,58,0,58,
Aura,1136,2025.01.27,,0.8,19,0,0,19,
Flame,1137,2025.01.27,,0.8,0,43,0,43,
Robin,1142,2025.01.30,,0.8,0,17,0,17,
Pinky,1143,2025.01.30,,0.8,42,0,0,42,
Ted,1144,2025.01.30,,0.8,49,0,0,49,
Lip,1158,2025.02.02,,0.8,0,35,0,35,
Lip,1158,2025.02.02,,0.2,0,1,0,1,
Kal,1159,2025.02.02,,0.8,30,0,0,30,
Flame,1160,2025.02.02,,0.8,0,70,0,70,
Santa,1165,2025.03.02,,0.8,0,11,0,11,
Kaya,1172,2025.02.11,9:56:54,0.6,0,1,0,1,
Kaya,1172,2025.02.11,9:58:59,0.6,0,1,0,1,
Kaya,1172,2025.02.11,10:02:58,0.6,0,1,0,1,
Flame,1193,2025.02.17,,0.8,0,67,0,67,
Yaiko,1202,2025.02.17,,0.8,23,0,0,23,
Cacao,1203,2025.02.17,,0.8,18,0,0,18,
Betina,1204,2025.02.18,,0.8,0,24,0,24,
Quindoline,1216,2025.02.21,,0.8,38,0,0,38,
Santa,1217,2025.02.21,,0.8,0,1,0,1,
Betina,1218,2025.02.21,,0.8,0,15,0,15,
Bat,1219,2025.02.22,,0.8,31,0,0,31,
Vula,1220,2025.02.22,,0.8,0,55,0,55,
Dandi,1221,2025.02.22,,0.8,0,5,0,5,
Babosa,1222,2025.02.22,,0.8,9,11,0,20,
Santa,1223,2025.02.22,,0.8,0,13,0,13,
Santa,1223,2025.02.22,,0.2,0,2,0,2,
Santa,1223,2025.02.22,,0,4,0,0,4,
Santa,1223,2025.02.22,,0.4,4,0,0,4,
Yaiko,1225,2025.02.22,,0.8,1,0,0,1,
Aura,1226,2025.02.22,,0,1,11,0,12,
Ted,1230,2025.02.22,,0.8,4,0,0,4,
Pat,1231,2025.02.22,16:14:42,0.6,1,0,0,1,
Bat,1236,2025.02.24,,0.8,21,0,0,21,
Flame,1237,2025.02.24,,0.8,0,60,0,60,
Naina,1238,2025.02.24,,0.8,0,35,0,35,
Pat,1239,2025.02.24,,0.8,10,0,0,10,
Yaiko,1246,2025.02.25,,0.8,33,0,0,33,
Yaiko,1246,2025.02.25,,0.2,2,0,0,2,
Santa,1258,2025.01.03,,0.8,0,4,0,4,
Aura,1259,2025.01.03,,0.8,29,0,0,29,
Aura,1259,2025.01.03,,0.2,1,0,0,1,
Ted,1260,2025.01.03,,0.8,1,0,0,1,
Cacao,1261,2025.03.02,,0,37,6,1,44,
Robin,1266,2025.03.02,,0,1,0,0,1,
Quindoline,1273,2025.05.03,,0.8,79,0,0,79,
Babosa,1274,2025.05.03,,0.8,21,11,2,34,
Jim_lim,1279,2025.03.05,,0,17,6,0,23,
Quindoline,1280,2025.03.05,,0,8,5,4,17,
Robin,1281,2025.03.05,15:18:53,0.6,0,1,0,1,
Kal,1283,2025.07.03,,0.8,32,0,0,32,
Harley,1284,2025.07.03,,0.8,0,18,0,18,
Iyla,1285,2025.07.03,,0.8,2,0,0,2,
Iyla,1285,2025.07.03,,0.2,1,0,0,1,
Jim_lim,1286,2025.07.03,,0.8,0,27,0,27,
Ted,1288,2025.07.03,,0.8,3,0,0,3,
Naina,1292,2025.09.03,,0.8,0,26,0,26,
Jim_lim,1293,2025.09.03,,0.8,0,53,0,53,
Tutu,1295,2025.09.03,,0.8,65,2,0,67,
Whitney,1296,2025.09.03,,0.8,13,0,0,13,
Taipan,1303,2025.03.10,,0,0,1,5,6,
Harley,1304,2025.03.10,,0,8,4,6,18,
Belanda,1306,2025.10.03,,0.2,4,0,0,4,
Babosa,1307,2025.10.03,,0.8,22,10,1,33,
Babosa,1307,2025.10.03,,0.2,0,1,0,1,
Granny,1308,2025.10.03,,0.8,0,24,0,24,
Kaya,1311,2025.11.03,,0.8,0,51,0,51,
Naina,1320,2025.03.14,,0.8,0,39,0,39,
Naina,1320,2025.03.14,,0.4,1,0,0,1,
Kal,1323,2025.03.15,,0.2,6,0,0,6,
Tutu,1324,2025.03.15,,0.8,52,0,0,52,
Pat,1330,2025.03.19,,0.8,54,0,0,54,
Aura,1331,2025.03.19,,0.8,83,0,0,83,
Kaya,1334,2025.03.20,,0,2,3,4,9,
Pat,1337,2025.03.20,,0,2,3,0,5,
Vula,1338,2025.03.20,,0,4,16,0,20,
Robin,1340,2025.03.20,,0,19,3,10,32,
Oreo,1341,2025.03.20,,0,9,3,3,15,
Yaiko,1342,2025.03.20,,0,2,0,0,2,
Naina,1344,2025.03.20,,0.8,0,21,0,21,
Lip,1345,2025.03.21,,0.8,0,23,0,23,
Babosa,1346,2025.03.21,,0.8,14,7,4,25,
Babosa,1346,2025.03.21,,0.4,1,0,0,1,
Whitney,1348,2025.03.23,,0.8,39,0,0,39,
Pinky,1349,2025.03.23,,0,1,0,6,7,
Quindoline,1350,2025.03.23,,0,5,7,4,16,
Yaiko,1352,2025.03.24,,0.8,9,0,0,9,
Iyla,1353,2025.03.24,,0.8,27,0,0,27,
Lip,1356,2025.03.24,,0,9,5,9,23,
Iyla,1357,2025.03.24,,0,26,10,1,37,
Babosa,1358,2025.03.26,,0,1,0,0,1,
Pat,1361,2025.03.26,,0.8,1,0,0,1,
Pat,1361,2025.03.26,,0.2,1,0,0,1,
Whitney,1362,2025.03.26,,0.8,25,0,0,25,
Naina,1363,2025.03.26,,0.8,0,20,0,20,
Santa,1366,2025.03.27,,0.8,0,16,0,16,
Vula,1368,2025.03.27,,0.8,0,2,0,2,
Naina,1369,2025.03.27,,0.8,0,2,0,2,
Yaiko,1370,2025.03.27,,0.8,14,0,0,14,
Belanda,,2024.08.22,,0.2,1,0,0,1,video
Belanda,,2024.10.29,,0.2,1,0,0,1,video
Jim_lim,,2025.03.20,,0,1,0,6,17,video
Robin,,2025.02.26,,0,22,4,1,27,video
Yaiko,,2025.03.12,,0,5,1,0,6,video
Bat,,2024.10.26,11:30:00,0.6,1,0,0,1,
Bat,,2024.10.30,,0.6,1,0,0,1,
Bat,,2025.02.16,14:38,0.6,1,0,0,1,
Belanda,,2024.07.02,,0.6,1,0,0,1,
Belanda,,2024.09.12,,0.6,1,0,0,1,
Cacao,,2025.03.15,12:52:45,0.6,1,0,0,1,
Dandi,,2024.11.04,,0.6,0,1,0,1,
Dandi,,2024.12.15,,0.6,0,1,0,1,
Eina,,2024.11.12,,0.6,1,0,0,1,
Granny,,2024.10.21,,0.6,0,1,0,1,
Granny,,2024.10.23,,0.6,0,1,0,1,
Granny,,2024.10.23,,0.6,0,1,0,1,
Granny,,2024.10.23,,0.6,0,1,0,1,
Granny,,2024.11.06,,0.6,0,1,0,1,
Granny,,2024.12.09,,0.6,0,1,0,1,
Granny,,2025.01.27,,0.6,0,1,0,1,
Granny,,2025.01.27,,0.6,0,1,0,1,
Granny,,2025.01.27,,0.6,0,1,0,1,
Granny,,2025.01.31,,0.6,0,1,0,1,
Granny,,2025.02.02,,0.6,0,1,0,1,
Harley,,2024.11.01,,0.6,0,1,0,1,
Iyla,,2024.10.26,,0.6,1,0,0,1,
Iyla,,2024.11.06,,0.6,1,0,0,1,
Iyla,,2024.11.22,,0.6,1,0,0,1,
Iyla,,2025.03.03,,0.6,1,0,0,1,
Kal,,2024.09.10,,0.6,1,0,0,1,
Kal,,2024.09.10,,0.6,1,0,0,1,
Kal,,2024.11.15,,0.6,1,0,0,1,
Kal,,2024.12.09,,0.6,1,0,0,1,
Kal,,2024.12.09,,0.6,1,0,0,1,
Kal,,2024.12.09,,0.6,1,0,0,1,
Kal,,2024.12.16,,0.6,1,0,0,1,
Kal,,2025.01.12,,0.6,1,0,0,1,
Kal,,2025.01.27,14:48:00,0.6,1,0,0,1,
Kal,,2025.01.27,14:48:00,0.6,1,0,0,1,
Kal,,2025.01.27,14:48:00,0.6,1,0,0,1,
Kal,,2025.02.02,14:48:00,0.6,1,0,0,1,
Kal,,2023.05.13,11:30,0.6,1,0,0,1,
Naina,,2024.08.22,,0.6,0,1,0,1,
Naina,,2024.10.23,,0.6,0,1,0,1,
Naina,,2024.10.26,,0.6,0,1,0,1,
Naina,,2024.10.28,,0.6,0,1,0,1,
Naina,,2024.10.28,,0.6,0,1,0,1,
Naina,,2025.03.09,,0.6,0,1,0,1,
Naina,,2025.03.09,15:00,0.6,0,1,0,1,
Oreo,,2024.10.23,,0.6,0,1,0,1,
Oreo,,2024.11.12,,0.6,0,1,0,1,
Pat,,2024.11.15,,0.6,1,0,0,1,
Pat,,2024.11.15,,0.6,1,0,0,1,
Pat,,2024.11.15,,0.6,1,0,0,1,
Pinky,,2024.06.29,,0.6,1,0,0,1,
Pinky,,2024.10.23,,0.6,1,0,0,1,
Pinky,,2024.12.09,,0.6,1,0,0,1,
Pinky,,2025.01.11,8:38:00,0.6,1,0,0,1,
Pinky,,2025.02.27,11:52:00,0.6,1,0,0,1,
Pinky,,2025.03.06,16:51,0.6,1,0,0,1,
Pinky,,2025.03.06,16:52:05,0.6,1,0,0,1,
Quindoline,,2024.12.02,,0.6,1,0,0,1,
Quindoline,,2024.12.02,,0.6,1,0,0,1,
Quindoline,,2024.12.02,16:10:00,0.6,1,0,0,1,
Quindoline,,2024.12.15,,0.6,1,0,0,1,
Quindoline,,2024.12.15,,0.6,1,0,0,1,
Quindoline,,2025.02.11,9:10,0.6,1,0,0,1,
Quindoline,,2025.03.06,14:41,0.6,1,0,0,1,
Robin,,2024.08.10,,0.6,0,1,0,1,
Robin,,2025.01.03,,0.6,0,1,0,1,
Robin,,2023.11.03,12:25,0.6,0,1,0,1,
Ted,,2024.10.23,,0.6,1,0,0,1,
Ted,,2024.10.30,,0.6,1,0,0,1,
Ted,,2024.10.30,,0.6,1,0,0,1,
Ted,,2024.11.04,,0.6,1,0,0,1,
Ted,,2024.11.04,,0.6,1,0,0,1,
Ted,,2024.11.18,,0.6,1,0,0,1,
Ted,,2024.11.18,,0.6,1,0,0,1,
Ted,,2024.11.22,,0.6,1,0,0,1,
Ted,,2024.11.22,,0.6,1,0,0,1,
Ted,,2024.11.22,,0.6,1,0,0,1,
Whitney,,2025.03.07,14:54,0.6,1,0,0,1,
Who,,2024.11.04,,0.6,0,1,0,1,
Ali,,2025.01.08,,0.4,6,0,0,6,
Aura,,2025.01.12,,0.4,6,0,0,6,
Babosa,,2025.01.06,,0.4,0,8,0,8,
Babosa,,2025.01.08,,0.4,0,3,0,3,
Belanda,,2025.01.08,,0.4,0,14,1,15,
Cacao,,2025.01.11,,0.4,0,4,1,5,
Dandi,,2025.01.05,,0.4,0,3,0,3,
Dandi,,2025.01.06,,0.4,0,2,0,2,
Flame,,2025.01.12,,0.4,5,0,0,5,
Granny,,2025.01.11,,0.4,5,0,0,5,
Granny,,2025.01.12,,0.4,5,0,0,5,
Granny,,2025.02.22,,0.4,4,0,1,5,
Harley,,2024.12.20,,0.4,1,0,0,1,
Iyla,,2025.01.01,,0.4,4,0,0,4,
Iyla,,2025.01.02,,0.4,3,0,0,3,
Iyla,,2025.01.06,,0.4,8,0,0,8,
Iyla,,2025.01.15,,0.4,22,0,0,22,
Jim_lim,,2025.01.12,,0.4,0,6,0,6,
Kal,,2025.01.05,,0.4,2,0,0,2,
Kal,,2025.01.06,,0.4,10,0,0,10,
Kal,,2025.01.11,,0.4,6,0,0,6,
Kal,,2025.01.26,,0.4,8,0,0,8,
Kaya,,2025.01.15,,0.4,1,0,0,1,
Lip,,2025.01.06,,0.4,0,17,0,17,
Lip,,2025.01.12,,0.4,0,16,0,16,
Lip,,2025.01.15,,0.4,0,11,0,11,
Naina,,2024.12.30,,0.4,1,0,0,1,
Naina,,2025.01.15,,0.4,18,0,0,18,
Naina,,2025.01.19,,0.4,11,0,0,11,
Oreo,,2025.01.20,,0.4,9,3,2,14,
Pat,,2025.01.06,,0.4,6,0,0,6,
Pat,,2025.01.12,,0.4,1,0,0,1,
Pat,,2025.01.15,,0.4,12,0,5,17,
Pinky,,2025.01.11,,0.4,2,0,0,2,
Pinky,,2025.02.22,,0.4,4,0,1,5,
Robin,,2025.01.11,,0.4,26,0,0,26,
Santa,,2025.01.13,,0.4,7,0,0,7,
Santa,,2025.02.22,,0.4,5,0,1,6,
Taipan,,2025.01.08,,0.4,0,12,2,14,
Taipan,,2025.01.12,,0.4,0,7,5,12,
Ted,,2025.01.06,,0.4,0,1,0,1,
Ted,,2025.01.08,,0.4,0,3,0,3,
Vula,,2025.01.02,,0.4,7,0,2,9,
Whitney,,2025.01.08,,0.4,0,7,0,7,
Whitney,,2025.01.12,,0.4,0,1,0,1,
Whitney,,2025.01.19,,0.4,1,0,0,1,
Yaiko,,2024.12.30,,0.4,7,0,0,7,
Yaiko,,2025.01.12,,0.4,2,0,0,2,
Yaiko,,2025.01.15,,0.4,10,0,0,10,
